en,vi
"© Springer Science+Business Media Dermatomyositis (Hand Findings) This photo shows Gottron papules (on metacarpophalangeal joints), subcutaneous calcifications (on metacarpophalangeal, proximal interphalangeal, and distal interphalangeal joints), and periungual erythema and thickening.","© Springer Science + Business Media Viêm da cơ (dấu hiệu ở bàn tay) Ảnh này cho thấy các sẩn Gottron (trên khớp bàn ngón tay), vôi hoá dưới da (trên khớp bàn ngón tay, khớp gian đốt ngón gần và các khớp gian đốt ngón xa) và ban đỏ quanh móng và dày lên."
"© Springer Science+Business Media Dermatomyositis (Neck) This image shows dusky, erythematous skin changes resulting from dermatomyositis.","© Springer Science + Business Media Viêm da cơ (cổ) Hình ảnh này cho thấy những thay đổi da sẫm màu, ban đỏ do viêm da cơ."
Mechanic's Hands This photo shows hyperkeratosis and fissuring of the fingers in a patient with antisynthetase syndrome.,Bàn tay thợ máy Bức ảnh này cho thấy chứng tăng sừng và nứt các ngón tay ở một bệnh nhân mắc hội chứng antisynthetase.
Patients with metabolic syndrome are at increased risk of gout.,Những bệnh nhân mắc hội chứng chuyển hoá có tăng nguy cơ mắc bệnh gút.
"Rarely, the hip, shoulder, sacroiliac, sternoclavicular, or cervical spine joints are involved.","Hiếm gặp hơn là khớp háng, khớp vai, khớp cùng chậu, khớp ức đòn, hoặc các khớp cột sống cổ."
Code: 62720144 Specialization: Respiratory specialty PhD candidate: Nuyen Van Tinh the 32 th course Science instructors: 1.,Mã số: 62720144; Chuyên ngành: Nội hô hấp Nghiên cứu sinh: Nguyễn Văn Tình Khoá: 32 Người hướng dẫn: 1.GS.TS.
"Prof Ngo Quy Chau, MD, PhD.",Ngô Quý Châu 2.PGS.TS.
The applied laparosopic technique is very skillful for treatment of renal trauma and associated abdominal organ injuries.,Áp dụng thành thạo kỹ năng nội soi trong xử trí các chấn thương thận và các chấn thương phối hợp trong ổ bụng một cách thuần thục.
97.3% of segmental and lobes level.,"97,3% huyết khối mức thuỳ và phân thuỳ."
This study results can be used to compare with studies in the region and the world.,Nghiên cứu này có thể được sử dụng để so sánh với các nghiên cứu trong khu vực và trên thể giới.
"Therefore, the study of this topic is current, necessary and of high practical significance.","Do đó, việc nghiên cứu đề tài này là thời sự, cần thiết và có ý nghĩa thực tiễn cao."
Diagnosis of fetal chromosomes by amniocentesis combined with Karyotyping and BOBS techniques.,Chẩn đoán NST từ mẫu dịch ối kết hợp kỹ thuật Karyotype và BOBS.
Determining the rate of chromosomal abnormalities in fetuses with congenital heart defects is 36.76%.,"Xác định tỷ lệ cao bất thường NST ở thai nhi tim bẩm sinh là 36,76%."
"If the subject was still reluctant to proceed, Milgram said that it was important for the sake of the experiment that the procedure be followed through to the end.","Nếu chủ thể vẫn lưỡng lự tiến hành, Milgram nói rằng điều quan trọng là vì lợi ích của thí nghiệm, quy trình phải được tuân thủ đến cùng."
You must go on. ',Bạn phải tiếp tục. '
"The teacher-subject was told that whenever the pupil gave the wrong answer to a question, a shock was to be administered, beginning at the lowest level and increasing in severity with each successive wrong answer.","các chủ thể giáo viên được cho biết rằng bất cứ khi nào học sinh trả lời sai một câu hỏi, một cú sốc sẽ được thực hiện, bắt đầu từ cấp độ thấp nhất và tăng dần mức độ nghiêm trọng với mỗi câu trả lời sai liên tiếp."
"In these situations, Milgram calmly explained that the teacher-subject was to ignore the pupil's cries for mercy and carry on with the experiment.","Trong những tình huống này, Milgram bình tĩnh giải thích rằng các chủ thể giáo viên phải phớt lờ tiếng kêu cứu của học sinh và tiếp tục thí nghiệm."
The diagnosis of diabetes often depends on what type the patient is suffering from.,Việc chẩn đoán bệnh tiểu đường thường phụ thuộc vào loại tiểu đường nào mà bệnh nhân đang mắc phải.
"At present, there is no cure for diabetes, but there is a huge amount of research looking for a cure and to provide superior management techniques and products until a cure is found.","Hiện tại, không có phương pháp chữa trị cho tiểu đường nhưng có lượng lớn nghiên cứu đang tìm kiếm phương pháp chữa trị và cung cấp các kỹ thuật và sản phẩm kiểm soát tốt hơn cho đến khi tìm ra phương pháp chữa trị."
Diabetes is the name given to a group of different conditions in which there is too much glucose in the blood.,Bệnh tiểu đường là cái tên được đặt cho một nhóm các bệnh lý khác nhau có quá nhiều glucose trong máu.
"With the originals, volunteers'eyes tended to stay longer on certain places in the image, but with the altered versions, they would flit across a piece more rapidly.","Với bản gốc, mắt của các tình nguyện viên có xu hướng dừng lại lâu hơn ở một số vị trí nhất định trong hình ảnh, nhưng với các phiên bản đã thay đổi, chúng sẽ lướt qua một tác phẩm nhanh hơn."
"As a result, the volunteers considered the altered versions less pleasurable when they later rated the work.","Kết quả là, các tình nguyện viên cho là các phiên bản đã thay đổi ít thú vị hơn khi họ đánh giá tác phẩm sau đó."
"Too little and the work is boring, but too much results in a kind of 'perceptual overload', according to Forsythe.","Theo Forsythe, quá ít thì tác phẩm trở nên nhàm chán, nhưng quá nhiều thì dẫn đến một loại 'quá tải về nhận thức'."
"Since the amygdala plays a crucial role in our feelings, that finding might explain why many people find these pieces so moving.",Vì hạch hạnh nhân đóng một vai trò quan trọng trong cảm xúc của chúng ta nên phát hiện đó có thể giải thích tại sao nhiều người thấy những mảnh ghép này rất xúc động.
"While the fashions of the time might shape what is currently popular, works that are best adapted to our visual system may be the most likely to linger once the trends of previous generations have been forgotten.","Mặc dù các xu hướng của thời đại có thể định hình những gì hiện đang phổ biến, nhưng những tác phẩm phù hợp nhất với hệ thống thị giác của chúng ta có thể sẽ tồn tại lâu nhất khi các xu hướng của các thế hệ trước đã bị lãng quên."
It's still early days for the field of neuroaesthetics - and these studies are probably only a taste of what is to come.,Vẫn còn sớm đối với lĩnh vực thẩm mỹ thần kinh - và những nghiên cứu này có lẽ chỉ là một thị hiếu của những gì sắp xảy ra.
We certainly do have an inclination to follow the crowd.,Chúng tôi chắc chắn có một khuynh hướng đi theo đám đông.
"When asked to make simple perceptual decisions such as matching a shape to its rotated image, for example, people often choose a definitively wrong answer if they see others doing the same.","Ví dụ, khi được yêu cầu đưa ra các quyết định dựa trên nhận thức đơn giản, chẳng hạn như ghép một hình với hình xoay của hình đó, mọi người thường chọn một câu trả lời hoàn toàn sai nếu họ thấy những người khác cũng làm sai như vậy."
But you dont have to wait to outgrow acne or to let it run its course.,Nhưng bạn không phải chờ đợi để lớn lên sẽ hết mụn hoặc để cho mụn tự nó diễn biến.
"Today, almost every case of acne can be resolved.","Ngày nay, hầu hết các trường hợp bị mụn trứng cá đều có thể được giải quyết."
"Acne also can, sometimes, be prevented.","Đôi khi, mụn cũng có thể dự phòng."
* Medicines.,* Các loại thuốc.
* Pressure or friction on the skin.,* Áp lực hay ma sát trên da.
"The term autophagy means self-eating, and refers to the processes by which your body cleans out various debris, including toxins, and recycles damaged cell components.","Thuật ngữ tự thực có nghĩa là tự ăn chính mình, nói đến các quá trình mà nhờ đó cơ thể làm sạch tất cả các chất cặn, bao gồm cả độc tố, và tái tạo các cơ quan của tế bào bị thương tổn."
The rate continued increasing until theyd been running for 80 minutes.,Tốc độ này tiếp tục tăng lên cho đến khi chúng chạy được 80 phút.
How Much Exercise Do You Need to Optimize Autophagy?,Bạn cần tập thể dục như thế nào để Tối ưu hoá Quá trình Tự thực?
Following these general guidelines will likely put you in the most advantageous position for maximizing autophagy as well.,Thực hiện theo những hướng dẫn tổng quát này có thể sẽ giúp bạn tối đa hoá sự tự thực.
"If you're currently averaging a lot more than what is optimal, adjust downward accordingly.","Nếu trung bình bạn đang tiêu thụ nhiều hơn rất nhiều so với mức tối ưu, hãy điều chỉnh giảm cho phù hợp."
